"Active";"Inactive"
0;1
0;1
0;1
0;1
0;1
0;1
0.68980546265761;0.31019453734239
0.520896774132301;0.479103225867699
0;1
0.899219723141782;0.100780276858218
0;1
0.628410796964473;0.371589203035527
0.927388142086672;0.0726118579133285
0.958685340530929;0.0413146594690712
0;1
0;1
0;1
0;1
0.652593290985474;0.347406709014526
0;1
0.98546630662366;0.0145336933763405
0.936729998541763;0.0632700014582367
0.894000324675325;0.105999675324675
0.942697044622045;0.0573029553779553
0.948531737380267;0.0514682626197333
0.852290550571433;0.147709449428567
0.829947318912025;0.170052681087975
0.805176934612229;0.194823065387771
0.695881017619291;0.304118982380709
0.939405774127833;0.0605942258721671
0;1
0.695881017619291;0.304118982380709
0;1
0;1
0;1
0;1
0;1
0.829007945322651;0.170992054677349
0;1
0.71001712212443;0.28998287787557
0;1
0;1
0;1
0;1
0.778155581140566;0.221844418859434
0;1
0.849153795488997;0.150846204511003
0.873340017239955;0.126659982760045
0.90291758276009;0.0970824172399095
0.990330650719996;0.00966934928000374
0.849153795488997;0.150846204511003
0.849153795488997;0.150846204511003
0;1
0;1
0.689053114206055;0.310946885793945
0;1
0;1
0;1
0.674679892329892;0.325320107670108
0.857557723703312;0.142442276296688
0.911632393858865;0.0883676061411355
0.920740946308594;0.0792590536914064
0.771508407496643;0.228491592503357
0.882029065868772;0.117970934131228
0.943556382234323;0.0564436177656765
0.770326087420205;0.229673912579795
0;1
0.516206628094128;0.483793371905872
0.830962437453614;0.169037562546386
0;1
0.901832743509214;0.0981672564907857
0.938987559989031;0.0610124400109693
0;1
0.580585721304839;0.419414278695161
0.843217728350081;0.156782271649919
0.818040714078949;0.181959285921051
0.930871536198007;0.069128463801993
0.783056066482537;0.216943933517463
0.907360226810227;0.0926397731897731
0.771508407496643;0.228491592503357
0.579153101800161;0.420846898199839
0.781102285078756;0.218897714921244
0.897901928246046;0.102098071753954
0.921590318015318;0.0784096819846818
0.716778828753519;0.283221171246481
0;1
0.516206628094128;0.483793371905872
0.938987559989031;0.0610124400109693
0.842941656692121;0.157058343307879
0.68881413450384;0.31118586549616
0;1
0;1
0.724201887001887;0.275798112998113
0.665807731229492;0.334192268770508
0.766899596318714;0.233100403681286
0.771289958472041;0.228710041527959
0;1
0.698650718834542;0.301349281165458
0.715019718516777;0.284980281483223
0.780852858524917;0.219147141475083
0.810238340689811;0.189761659310189
0.711543412741942;0.288456587258058
0.71420305152364;0.28579694847636
0.764206974615798;0.235793025384202
0.737430321421498;0.262569678578502
0.94755926823721;0.0524407317627903
0;1
0;1
0.725681075460488;0.274318924539512
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.658959857299563;0.341040142700437
0;1
0;1
0.791860140762791;0.208139859237209
0.744132852963444;0.255867147036556
0.852447637738079;0.147552362261921
0;1
0;1
0.667298163730815;0.332701836269185
0;1
0.848480222804932;0.151519777195068
0.744132852963444;0.255867147036556
0.632437540160779;0.367562459839221
0.658959857299563;0.341040142700437
0;1
0;1
0.686442236521648;0.313557763478352
0;1
0;1
0;1
0;1
0;1
0;1
0.643572357163534;0.356427642836466
0;1
0;1
0.607476031822208;0.392523968177792
0.584968063880564;0.415031936119436
0.75807629988799;0.24192370011201
0;1
0;1
0;1
0;1
0.752979278771851;0.247020721228149
0.759110471163338;0.240889528836662
0.755813483111889;0.244186516888111
0.822953360326691;0.177046639673309
0.827145886492822;0.172854113507178
0.839378541637241;0.160621458362759
0.779856460208178;0.220143539791822
0.794271697338895;0.205728302661105
0;1
0.864677831781794;0.135322168218206
0.908570368846839;0.0914296311531606
0.962940161907809;0.037059838092191
0.981384908446673;0.0186150915533267
0.9769160236822;0.0230839763177997
0.983733095499272;0.0162669045007279
0.985840531690532;0.0141594683094682
0.985347572307866;0.0146524276921336
0.973785858204976;0.0262141417950241
0.974877921697039;0.0251220783029608
0.986687830306948;0.0133121696930522
0.988034006353124;0.011965993646876
0.848207015587898;0.151792984412102
0.899749419045007;0.100250580954993
0.909953948448066;0.0900460515519338
0.945090617824441;0.0549093821755586
0.830864340071693;0.169135659928307
0.791430006431477;0.208569993568523
0.725652396514161;0.274347603485839
0.676975334197393;0.323024665802607
0.562910511003158;0.437089488996842
0.710614183039183;0.289385816960817
0;1
0;1
0.68736764754853;0.31263235245147
0.574245843617168;0.425754156382832
0;1
0.689913825063825;0.310086174936175
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.802648279008573;0.197351720991427
0.781860472425178;0.218139527574822
0.768859097057626;0.231140902942374
0.87183688577218;0.12816311422782
0.636163038268921;0.363836961731079
0;1
0.632723131370693;0.367276868629307
0.917484582982377;0.082515417017623
0.773977630811455;0.226022369188545
0.900998569241217;0.0990014307587834
0.63046811114582;0.36953188885418
0.739856101632573;0.260143898367427
0;1
0;1
0;1
0;1
0.998571104657869;0.00142889534213053
0;1
0;1
0.68980546265761;0.31019453734239
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.852876301708268;0.147123698291732
0.877787507808096;0.122212492191904
0.793507968556498;0.206492031443502
0.844293035395976;0.155706964604024
0;1
0;1
0;1
0;1
0;1
0;1
0.998571104657869;0.00142889534213053
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.655577997002997;0.344422002997003
0.671873760988467;0.328126239011533
0;1
0.91356717704953;0.0864328229504702
0;1
0.739534648412589;0.260465351587411
0.851004989237342;0.148995010762658
0.862606389471095;0.137393610528905
0.911444729127082;0.0885552708729181
0.793708104966929;0.206291895033071
0.799482788126906;0.200517211873094
0.788542158005393;0.211457841994607
0.791801096071684;0.208198903928316
0.847818485573594;0.152181514426406
0.870466651376945;0.129533348623055
0.788890665681068;0.211109334318932
0;1
0;1
0.832099519264073;0.167900480735927
0.706190998489527;0.293809001510473
0;1
0;1
0;1
0;1
0.932307177898354;0.0676928221016456
0.858108514361456;0.141891485638544
0.841585653290065;0.158414346709935
0;1
0;1
0.886715819311407;0.113284180688593
0;1
0;1
0;1
0;1
0;1
0.521039177042428;0.478960822957572
0;1
0;1
0.817452040007922;0.182547959992078
0.891743939393939;0.108256060606061
0.577878835870013;0.422121164129987
0.824749808962967;0.175250191037033
0.862954160657025;0.137045839342975
0.934926433427827;0.0650735665721732
0.934683260478772;0.0653167395212284
0.962997331538431;0.0370026684615691
0.95753100004857;0.0424689999514301
0.96370714802913;0.0362928519708703
0.95960684713177;0.04039315286823
0.83376155836074;0.16623844163926
0.838752483723647;0.161247516276353
0.893540685200533;0.106459314799467
0.770406692898891;0.229593307101109
0.702701568771785;0.297298431228215
0.742768422400326;0.257231577599674
0.882569082027305;0.117430917972695
0.777703406466196;0.222296593533804
0;1
0.789419849216411;0.210580150783589
0.605020495599172;0.394979504400828
0.657002192252192;0.342997807747808
0;1
0;1
0.566295009728834;0.433704990271166
0;1
0;1
0;1
0;1
0;1
0;1
0.745665491834381;0.254334508165619
0.739392501861391;0.260607498138609
0;1
0;1
0;1
0;1
0;1
0;1
0.781606858555388;0.218393141444612
0.910046407256255;0.0899535927437448
0.91222490950564;0.0877750904943601
0.804260287167194;0.195739712832806
0.783811159935636;0.216188840064364
0.893852289242692;0.106147710757308
0.628619931647873;0.371380068352127
0.628619931647873;0.371380068352127
0;1
0.683854550351609;0.316145449648391
0.683854550351609;0.316145449648391
0.741134949364361;0.258865050635639
0.596492351276175;0.403507648723825
0.754785559200575;0.245214440799425
0.860328153382565;0.139671846617435
0.841779791831263;0.158220208168737
0.952163968656616;0.0478360313433844
0.952163968656616;0.0478360313433844
0.843679722913252;0.156320277086748
0.843679722913252;0.156320277086748
0.823332612267906;0.176667387732094
0.897730962338315;0.102269037661685
0.897730962338315;0.102269037661685
0.939345455416044;0.0606545445839562
0.913397365869425;0.0866026341305752
0.911332757003345;0.0886672429966545
0.885384667456727;0.114615332543273
0.908303464074052;0.0916965359259475
0.973066593213648;0.0269334067863523
0.735615210225504;0.264384789774496
0;1
0;1
0;1
0;1
0;1
0;1
0.530230319517084;0.469769680482916
0.97954374573082;0.0204562542691801
0.890109115394409;0.109890884605591
0.862940387227152;0.137059612772848
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.604472769144054;0.395527230855946
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.620450199135803;0.379549800864197
0.83284417271182;0.16715582728818
0.858554113315878;0.141445886684122
0.942899329319917;0.0571006706800826
0.89745856534533;0.10254143465467
0.634858874458874;0.365141125541126
0;1
0.747765946145358;0.252234053854642
0.649910240685241;0.350089759314759
0.596936363636364;0.403063636363636
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.649538991563992;0.350461008436008
0.586937862301098;0.413062137698902
0.64118620769209;0.35881379230791
0;1
0.618580317395023;0.381419682604977
0;1
0.750547750343338;0.249452249656662
0.878043785027608;0.121956214972392
0.762714921533575;0.237285078466425
0.76168696827768;0.23831303172232
0.991172166178048;0.00882783382195151
0;1
0;1
0.737292593082299;0.262707406917701
0.743056215625333;0.256943784374667
0.591786759972054;0.408213240027946
0.770983295353883;0.229016704646117
0.720654723925312;0.279345276074688
0.870659747877395;0.129340252122605
0.785248370091094;0.214751629908906
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.756905681415821;0.243094318584179
0.782089518141037;0.217910481858963
0.698520926132691;0.301479073867309
0.618892182926006;0.381107817073994
0.775283205438353;0.224716794561647
0.681467038843509;0.318532961156491
0;1
0;1
0.90232382867677;0.0976761713232301
0.87205437209849;0.12794562790151
0.825860811450365;0.174139188549635
0.764067197112633;0.235932802887367
0.80815449403077;0.19184550596923
0.900975393219358;0.0990246067806416
0.870895585336609;0.129104414663391
0.776350292681175;0.223649707318825
0.80408222957074;0.19591777042926
0.834920799446993;0.165079200553007
0.73045364167423;0.26954635832577
0.676705812405365;0.323294187594635
0.559806096883366;0.440193903116634
0.763458631712891;0.236541368287109
0.90291758276009;0.0970824172399095
0.56105680373548;0.43894319626452
0;1
0;1
0;1
0;1
0;1
0;1
0.564597952835492;0.435402047164508
0.817619643376919;0.182380356623081
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.690370705564359;0.309629294435641
0.91339111879406;0.0866088812059401
0.768936847874348;0.231063152125652
0.945310308009844;0.0546896919901565
0.969502283881696;0.0304977161183043
0.87852430815372;0.12147569184628
0.932578752456694;0.0674212475433064
0.842912642233927;0.157087357766073
0;1
0.892848442095114;0.107151557904886
0.891666034618976;0.108333965381024
0;1
0;1
0;1
0;1
0.689913825063825;0.310086174936175
0.657783956348662;0.342216043651338
0.879739468864469;0.120260531135531
0;1
0.645607672964291;0.354392327035709
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.722644050339639;0.277355949660361
0.736695808467638;0.263304191532362
0;1
0;1
0;1
0;1
0;1
0.76316709529686;0.23683290470314
0.896902761225702;0.103097238774298
0.938802246169073;0.0611977538309271
0.739447002499449;0.260552997500551
0.821445697540337;0.178554302459663
0.880839774762484;0.119160225237516
0.938293307781692;0.0617066922183084
0.780105227583165;0.219894772416835
0.893395329174994;0.106604670825006
0.661401618582754;0.338598381417246
0.588682720541798;0.411317279458202
0.840669238717274;0.159330761282726
0.974070259344974;0.0259297406550257
0.952552671730511;0.0474473282694889
0.880839774762484;0.119160225237516
0.904486689361889;0.0955133106381106
0.93385438898253;0.0661456110174697
0.849846848507679;0.150153151492321
0.88931060654508;0.11068939345492
0.946244580557397;0.053755419442603
0.76316709529686;0.23683290470314
0.740768145440023;0.259231854559977
0.900079242483908;0.0999207575160924
0.724372019105025;0.275627980894975
0.706789510060062;0.293210489939938
0.69733833915204;0.30266166084796
0.834216228150934;0.165783771849066
0;1
0;1
0;1
0;1
0;1
0;1
0.980089200276275;0.0199107997237254
0.876871922129585;0.123128077870415
0;1
0.717406777365449;0.282593222634551
0.647757605475099;0.352242394524901
0.819232793731323;0.180767206268677
0.851741041257218;0.148258958742782
0.780494815171721;0.219505184828279
0.503743162393162;0.496256837606838
0;1
0.722040122622476;0.277959877377524
0.665600267298999;0.334399732701001
0.738365306752072;0.261634693247928
0.648728440187264;0.351271559812736
0.737670471029451;0.262329528970549
0.750247334198961;0.249752665801039
0.712794578784441;0.287205421215559
0.757413286928149;0.242586713071851
0.64681509791951;0.35318490208049
0.780600669818163;0.219399330181837
0.748512728064355;0.251487271935645
0.75807629988799;0.24192370011201
0.797515691871422;0.202484308128578
0.835270537686714;0.164729462313286
0.79603612422436;0.20396387577564
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.649561360069239;0.350438639930761
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.978309455740338;0.0216905442596621
0.843360802541685;0.156639197458315
0.909029496919203;0.0909705030807973
0.826374874852816;0.173625125147184
0.763347474747475;0.236652525252525
0.839416709924063;0.160583290075937
0.957015099388629;0.0429849006113713
0;1
0;1
0;1
0.766658207968502;0.233341792031498
0.916863468278022;0.083136531721978
0.762302557899617;0.237697442100383
0.916863468278022;0.083136531721978
0.588620150002503;0.411379849997497
0.710939946926712;0.289060053073288
0.693936219992025;0.306063780007975
0.809822669131784;0.190177330868216
0.788780604877955;0.211219395122045
0.732159065045936;0.267840934954064
0;1
0;1
0;1
0.852374284667985;0.147625715332015
0.812909972672791;0.187090027327209
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.792458959667783;0.207541040332217
0.903040718105424;0.0969592818945758
0.760841682500506;0.239158317499494
0.922528379463673;0.0774716205363267
0.810953482682894;0.189046517317106
0.766522963039139;0.233477036960861
0.706317153815683;0.293682846184317
0.902121639743699;0.0978783602563015
0.809784432560903;0.190215567439097
0;1
0.949909634483164;0.0500903655168363
0.897730962338315;0.102269037661685
0.793916877505207;0.206083122494793
0.688900904480164;0.311099095519836
0;1
0.980089200276275;0.0199107997237254
0.775965564446447;0.224034435553553
0;1
0.697779552201611;0.302220447798389
0;1
0;1
0.840760194924901;0.159239805075099
0.965494674225556;0.0345053257744435
0.734363935030111;0.265636064969889
0;1
0.847947070848542;0.152052929151458
0.783056066482537;0.216943933517463
0.907360226810227;0.0926397731897731
0.763696131116208;0.236303868883792
0.579153101800161;0.420846898199839
0;1
0.849582495282495;0.150417504717505
0.849582495282495;0.150417504717505
0.68887854057707;0.31112145942293
0.990330650719996;0.00966934928000374
0.88096547855739;0.11903452144261
0.76946913786105;0.23053086213895
0.804549525800997;0.195450474199003
0;1
0.789419849216411;0.210580150783589
0;1
0;1
0;1
0;1
0;1
0;1
0.819864982934492;0.180135017065508
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.762518032179952;0.237481967820048
0.888215892237564;0.111784107762436
0;1
0;1
0;1
0.53432987445561;0.46567012554439
0.578795724972195;0.421204275027805
0.911783411033411;0.0882165889665887
0.790261976367859;0.209738023632141
0.691156735203794;0.308843264796206
0.829534905814859;0.170465094185141
0.661676219655245;0.338323780344755
0.741854930051602;0.258145069948398
0;1
0;1
0.584339433279139;0.415660566720861
0.584339433279139;0.415660566720861
0.648399729192376;0.351600270807624
0;1
0.516206628094128;0.483793371905872
0.516206628094128;0.483793371905872
0.752979278771851;0.247020721228149
0.746408117699294;0.253591882300706
0.8667246063849;0.1332753936151
0.702749944989651;0.297250055010349
0.87606973341416;0.12393026658584
0;1
0;1
0;1
0;1
0;1
0.588420590847061;0.411579409152939
0.87482476581153;0.12517523418847
0.765347758450699;0.234652241549301
0.800196438637615;0.199803561362385
0.68279016522693;0.31720983477307
0.760674358158182;0.239325641841818
0;1
0.75807629988799;0.24192370011201
0.884086277937749;0.115913722062251
0.926295269708505;0.0737047302914947
0.845637450458039;0.154362549541961
0.907702823701353;0.092297176298647
0.922032692470928;0.077967307529072
0.911969384537032;0.0880306154629681
0.840438867668279;0.159561132331721
0.753207210273387;0.246792789726613
0.617245437829571;0.382754562170429
0.660136082098156;0.339863917901844
0;1
0.652300082041568;0.347699917958432
0;1
0;1
0.940679384449973;0.0593206155500273
0.934708205139087;0.0652917948609125
0.924268640509817;0.0757313594901828
0.728837179704827;0.271162820295173
0.870144231966291;0.129855768033709
0.680795181658727;0.319204818341273
0.636348935802187;0.363651064197813
0.661235170531223;0.338764829468777
0.650650002502944;0.349349997497056
0.757378012020659;0.242621987979341
0.866488116730764;0.133511883269236
0.869815903867374;0.130184096132626
0.616315169299373;0.383684830700627
0.665335898736152;0.334664101263848
0.680761523002953;0.319238476997047
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.673300989125254;0.326699010874746
0;1
0.723900592299857;0.276099407700143
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.926227121081533;0.0737728789184671
0.842694455475268;0.157305544524732
0.884903534628314;0.115096465371686
0.787106155125616;0.212893844874384
0;1
0;1
0.828654236068942;0.171345763931058
0.868298322918911;0.131701677081089
0.855241464907642;0.144758535092358
0.774747958196488;0.225252041803512
0;1
0.705907737197443;0.294092262802557
0.807138994719877;0.192861005280123
0.600462615815557;0.399537384184443
0;1
0.581753777921425;0.418246222078575
0.998571104657869;0.00142889534213053
0;1
0;1
0;1
0;1
0;1
0.81835894977056;0.18164105022944
0.725567207090582;0.274432792909418
0.71051041540732;0.28948958459268
0;1
0;1
0;1
0.636355382036264;0.363644617963736
0.930168539956775;0.0698314600432246
0.52884720973471;0.47115279026529
0.704471781051193;0.295528218948807
0;1
0.738233074774097;0.261766925225903
0.721641195248394;0.278358804751606
0;1
0.725567207090582;0.274432792909418
0;1
0;1
0;1
0;1
0;1
0;1
0.704471781051193;0.295528218948807
0;1
0.585378845500904;0.414621154499096
0.699686307238513;0.300313692761487
0.798700561693208;0.201299438306792
0;1
0.684242543948426;0.315757456051574
0.748777668518845;0.251222331481155
0.841327913807326;0.158672086192674
0;1
0.607717585192585;0.392282414807415
0.634810134554987;0.365189865445013
0.611549989879402;0.388450010120598
0;1
0;1
0.658692372170314;0.341307627829686
0.690144179676533;0.309855820323467
0;1
0;1
0;1
0.66424535803607;0.33575464196393
0.634094503209209;0.365905496790791
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.66424535803607;0.33575464196393
0;1
0.634094503209209;0.365905496790791
0.685472082862098;0.314527917137902
0.771251431726741;0.228748568273259
0.600487328400873;0.399512671599127
0;1
0;1
0;1
0;1
0;1
0.561791508491508;0.438208491508492
0.627325527250527;0.372674472749473
0.720742983968216;0.279257016031784
0;1
0.741519403219751;0.258480596780249
0.789033457645957;0.210966542354043
0.613006554828614;0.386993445171386
0.612982986838869;0.387017013161131
0.805139401665872;0.194860598334128
0.894722459294518;0.105277540705482
0.653185363057422;0.346814636942578
0;1
0.599852228163993;0.400147771836007
0.692913054476483;0.307086945523517
0;1
0;1
0.776607828282828;0.223392171717172
0.879214529424823;0.120785470575177
0.807192781020722;0.192807218979278
0.83161074617104;0.16838925382896
0.704541506478271;0.295458493521729
0.630817604357198;0.369182395642802
0.752979278771851;0.247020721228149
0.752979278771851;0.247020721228149
0.94755926823721;0.0524407317627903
0;1
0;1
0;1
0.679818761729098;0.320181238270902
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.604192485945427;0.395807514054573
0.829007945322651;0.170992054677349
0.852806005813358;0.147193994186642
0.733067870147282;0.266932129852718
0.644822389375331;0.355177610624669
0.990330650719996;0.00966934928000374
0;1
0;1
0;1
0;1
0;1
0.537336738261738;0.462663261738262
0.756606876581737;0.243393123418263
0.831543380133798;0.168456619866202
0.798659770894732;0.201340229105268
0;1
0;1
0.815366518993792;0.184633481006208
0.90291758276009;0.0970824172399095
0.644768704621723;0.355231295378277
0.810524584783408;0.189475415216592
0.836503155885509;0.163496844114491
0.565717111642608;0.434282888357392
0.723644641846515;0.276355358153485
0;1
0.998571104657869;0.00142889534213053
